	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
CSTF1	315.56146310647597	-0.46314897643215797	0.22475491266482603	-2.06068455163357	0.0393331443908104	0.102040523861195	411	295	560	273	424	380	334	254	484	438	40	329	318.649855046163	251.499614444278	274.971279842951	258.401796376681	264.92344985190203	225.62537881224202	302.302679404183	263.163937422616	472.11548687195096	397.62135447449	344.01569845501	413.447026275243	89.8	UP_t_DOWN_n
NOP10	739.1665635744389	-0.907346536190854	0.44039472419521103	-2.0603029199520098	0.0393695909628506	0.10207728535765899	752	692	971	520	761	799	562	1087	1349	742	20	1577	583.028445242615	589.958417611662	476.78055844197405	492.193897860345	475.487606927588	474.40704650258203	508.66498750045196	1126.21732274954	1315.8756028724401	673.595993196511	172.007849227505	1981.78103476006	89.79	UP_t_DOWN_n
LINC01003	88.07744067893681	-0.908698762867308	0.44162326596278795	-2.05763335608291	0.0396253421651029	0.102682295710399	102	60	121	60	76	120	40	80	96	84	16	211	79.0809859238654	51.1524639547684	59.413437251780394	56.7916035992706	47.486278747039	71.2501196249184	36.20391370109979	82.8862795031862	93.6427411977423	76.25615017319001	137.606279382004	265.159035088378	89.73	UP_t_DOWN_n
WDR33	1086.58774129104	-0.6002552233429821	0.291809355672627	-2.05701157853346	0.0396851121268847	0.102759070217309	1116	1151	1778	928	1192	1387	1162	1588	701	1050	256	1064	865.2390224611149	981.274766865641	873.033813501369	878.3768023353849	744.7847929798751	823.532632664682	1051.7236930169502	1645.2926481382501	683.787099787681	953.201877164875	2201.7004701120604	1337.10527646462	89.72	UP_t_DOWN_n
ARHGAP12	1002.76098831158	-0.775458096490171	0.37717604597155197	-2.05595796650527	0.0397865679591369	0.10298360943970099	805	572	1723	851	1577	1142	857	1136	856	581	257	1656	624.119545771683	487.653489702125	846.02770565965	805.494244382988	985.340284001059	678.063638430473	775.668851046064	1176.98516894524	834.9811090132021	527.438372031231	2210.30086257344	2081.05858818177	89.7	UP_t_DOWN_n
GRB7	378.121262254162	-0.7819299063760731	0.38035593965201503	-2.05578466078761	0.0398032772083512	0.103007464567621	383	320	460	340	450	462	472	985	599	366	38	138	296.941349106279	272.813141092098	225.869265585281	321.819087062533	281.168755739047	274.312960555936	427.206181672978	1020.5373163829801	584.29168726508	332.258940040328	326.81491353225897	173.421549015147	89.7	UP_t_DOWN_n
INTS4	315.05992263522	-0.6803269811418879	0.331229023334683	-2.05394736938395	0.0399807859104193	0.10344736757209401	277	267	406	280	423	453	329	470	343	420	80	121	214.759148048144	227.62846459871898	199.35417788613898	265.027483463263	264.298630394704	268.969201584067	297.77719019154597	486.95689208121905	334.577710737767	381.28075086595004	688.0313969100191	152.058024861108	89.66	UP_t_DOWN_n
PTBP3	1721.72232904523	-0.540407930207995	0.263177999077948	-2.05339326273978	0.0400344521958068	0.10356673209178699	1654	1883	3157	1190	2082	2627	1582	1693	2026	2396	173	2714	1282.35245802033	1605.33482711382	1550.1505901146302	1126.3668047188698	1300.87410988599	1559.78386878884	1431.8647868785001	1754.0808899861802	1976.2520173606897	2175.11590255909	1487.8678958179198	3410.6237972978997	89.64	UP_t_DOWN_n
OSER1-DT	104.90691357112	-1.07544562013915	0.5237776447301691	-2.0532484174523704	0.0400484908087909	0.10358355656603	110	55	103	102	121	89	58	87	156	65	8	341	85.28341619240379	46.8897586252044	50.5750746853999	96.54572611876	75.60315432094359	52.8438387218145	52.495674866594705	90.138828959715	152.169454446331	59.00773525306371	68.8031396910019	428.527160972212	89.64	UP_t_DOWN_n
AFTPH	882.3373523173019	-0.47268235712115897	0.23023572775629103	-2.05303651925605	0.0400690358089279	0.10361720001229	882	928	1505	676	1193	1388	993	880	804	889	150	1172	683.817937106365	791.158109167085	738.98531457793	639.8520672184491	745.409612437072	824.1263836615559	898.762157629803	911.7490745350481	784.2579575310921	807.0442559995939	1290.05886920629	1472.82648873734	89.64	UP_t_DOWN_n
XRCC5	3687.79224303367	-0.6975567128489761	0.339784845941668	-2.05293650137866	0.0400787363414845	0.10362279264366901	3503	3939	6573	2750	3606	4604	4184	4752	7427	4714	160	4577	2715.88915383628	3358.15925863055	3227.47539715663	2602.9484982998997	2253.09896265556	2733.6295896093698	3786.92937313504	4923.44500248926	7244.6316549545	4279.42252281449	1376.06279382004	5751.81470900239	89.64	UP_t_DOWN_n
QPCTL	154.914438264095	-0.7916139452196701	0.385654132393536	-2.05265256800588	0.0401062853229657	0.103674521311548	169	105	240	92	236	187	100	294	285	303	16	71	131.026339422875	89.5168119208447	117.844834218407	87.0804588522149	147.4573918987	111.031436415498	90.5097842527495	304.607077174209	278.001887930798	275.066827410435	137.606279382004	89.22413029040199	89.63	UP_t_DOWN_n
PHF5A	419.68355197572	-0.976726242382015	0.475883141690856	-2.0524497651074998	0.0401259723535041	0.103705911250916	363	404	582	296	438	399	327	336	1114	299	15	957	281.43527343493304	344.426590628774	285.77372297963797	280.171911089735	273.670922252672	236.906647752854	295.966994506491	348.12237391338203	1086.64597598213	271.43558216409303	129.005886920629	1202.64074208331	89.63	UP_t_DOWN_n
FUCA1	1129.7371871010198	-0.627379170353804	0.30586004364502	-2.05119689017614	0.0402477766351727	0.10386357499069901	942	726	2865	554	1928	1415	1302	1259	939	1926	164	1332	730.3361641204041	618.944813852698	1406.77270848224	524.3758065665979	1204.6519134775199	840.1576605771629	1178.4373909708	1304.4228236813901	915.943062340417	1748.44458611386	1410.46436366554	1673.8949513635998	89.61	UP_t_DOWN_n
SEPHS1	676.35587565652	-0.6385039892311509	0.311288225655164	-2.0511665286642398	0.0402507322633087	0.10386357499069901	848	573	1010	643	711	814	843	502	1597	564	80	714	657.457608465077	488.50603076803804	495.930344002465	608.61668523885	444.246634067694	483.313311455696	762.997481250679	520.1114038824929	1557.78601763328	512.005579734275	688.0313969100191	897.268014469676	89.61	UP_t_DOWN_n
ZCCHC8	508.146877524801	-0.6681740076799971	0.32594973104978603	-2.04992961806721	0.0403712994600508	0.10414416469831402	474	455	759	463	645	617	519	700	458	386	151	375	367.493993410904	387.906184990327	372.68428821571405	438.24187444103796	403.00854989263297	366.344365071455	469.74578027177	725.254945652879	446.753911130896	350.41516627204004	1298.6592616676598	471.254209280292	89.59	UP_t_DOWN_n
DNAJC2	432.11840441528506	-0.696915973476944	0.3401210523407511	-2.0490233364876698	0.0404598330381287	0.10431382685205498	356	537	733	223	594	483	344	587	466	519	121	268	276.008146949962	457.814552395177	359.917764508719	211.07546004395599	371.142757575541	286.78173149029703	311.35365782945803	608.178075854629	454.55747289737394	471.15407071292395	1040.6474878264	336.789674898982	89.57	UP_t_DOWN_n
IL2RB	145.399466652523	-1.04145890854006	0.50834698849995	-2.04871658945642	0.0404898360569145	0.10435203904657	218	118	247	42	172	62	298	251	69	354	6	159	169.016224817673	100.599845777711	121.281975216444	39.7541225194894	107.468946638036	36.812561806207796	269.719157073194	260.055701941247	67.30572023587729	321.365204301301	51.602354768251494	199.81178473484403	89.56	UP_t_DOWN_n
SLC11A2	1327.88582564603	-0.523996124467492	0.255814246904606	-2.0483461371206997	0.0405260952546724	0.10440634022975698	1507	1425	1935	796	2217	1759	1364	1484	1489	1399	293	1117	1168.38280183593	1214.87101892575	950.12397588591	753.4352744169901	1385.2247366077	1044.4080035019301	1234.5534572075	1537.5404847841	1452.43793378582	1270.02802490825	2519.91499118295	1403.70920470956	89.56	UP_t_DOWN_n
ZNF626	204.552565738966	-1.16635847548011	0.5694114599668729	-2.0483579230175	0.0405249412487987	0.10440634022975698	212	165	195	190	100	186	41	400	93	124	54	463	164.364402116269	140.669275875613	95.7489278024561	179.840078064357	62.4819457197881	110.437685418624	37.1090115436273	414.431397515931	90.7164055353129	112.568602636614	464.421192914263	581.8418637247339	89.56	UP_t_DOWN_n
LOC105373957	50.6199888871843	-1.4115704986638	0.689275935109201	-2.04790335301662	0.0405694702655615	0.10448083671029199	19	30	68	38	19	74	24	76	9	21	9	188	14.730771887778802	25.5762319773842	33.3893696952154	35.9680156128714	11.871569686759699	43.9375737686997	21.7223482206599	78.74196552802691	8.77900698728834	19.064037543297502	77.40353215237721	236.25544358585302	89.55	UP_t_DOWN_n
BCL2A1	211.78471464803903	-0.860828225060602	0.42039922205445796	-2.04764466702341	0.0405948292834737	0.104524652212009	160	258	310	82	303	246	281	265	162	409	8	402	124.04860537076901	219.955595005504	152.216244198776	77.61519158566979	189.320295530958	146.062745231083	254.33249375022598	274.56080085430403	158.02212577119	371.294826438508	68.8031396910019	505.184512348473	89.55	UP_t_DOWN_n
PDIA6	1585.74991361055	-1.07480415711098	0.5251273663198199	-2.04674946697862	0.0406826895827978	0.104731260991521	1251	1449	2601	1023	1121	1651	3138	1108	5135	1932	18	1585	969.9050332427021	1235.3320045076598	1277.1433908419901	968.296841367564	700.4226115188251	980.282895839502	2840.1970298512797	1147.97497111913	5008.911208858401	1753.89145398337	154.80706430475402	1991.83445789137	89.53	UP_t_DOWN_n
ZNF561-AS1	65.27565087793471	-1.25444827771826	0.612946263002533	-2.0465876919998	0.0406985843327611	0.10475256296994301	36	30	84	52	66	82	23	56	106	45	2	246	27.9109362084231	25.5762319773842	41.2456919764426	49.2193897860345	41.23808417506021	48.6875817436942	20.8172503781324	58.0203956522303	103.39719340584	40.851509021351795	17.2007849227505	309.142761287872	89.52	UP_t_DOWN_n
ARL6IP6	270.938494268796	-0.641880606923558	0.313741421862429	-2.04589053977391	0.0407671413138836	0.104870114453959	253	216	447	240	327	406	206	179	429	415	32	427	196.151857242529	184.148870237166	219.486003731784	227.16641439708198	204.315962503707	241.062904730974	186.45015556066397	185.45805038837898	418.465999727411	376.741694308022	275.212558764008	536.601459633826	89.51	UP_t_DOWN_n
RAB3GAP2	770.247537536563	-0.505296728900996	0.247016113464505	-2.0456022961984	0.0407955153732734	0.104923470502599	704	822	1344	785	798	1129	720	813	1199	691	110	945	545.813863631385	700.788756180327	659.931071623082	743.02348042379	498.605926843909	670.344875471107	651.670446619797	842.33181545113	1169.5588197509699	627.297616305646	946.043170751277	1187.56060738634	89.51	UP_t_DOWN_n
BYSL	214.215885386399	-0.9854160267522021	0.481824822531925	-2.04517488653651	0.0408376194417993	0.10501211269480301	146	281	362	78	312	113	313	332	673	187	16	90	113.194352400827	239.56403952149898	177.749291612765	73.8290846790518	194.943670645739	67.0938626467982	283.295624711106	343.97805993822305	656.474633605006	169.760715266506	137.606279382004	113.10101022727	89.5	UP_t_DOWN_n
ADSS1	84.4357167889595	-0.855589893392773	0.4186410884759071	-2.0437312938097096	0.0409800999119888	0.105299707194413	65	77	111	34	90	173	91	113	138	204	11	30	50.394745931875	65.6456620752861	54.5032358260135	32.1819087062533	56.23375114780929	102.71892245925699	82.3639036700021	117.07686979825	134.611440471755	185.193507563461	94.6043170751277	37.700336742423396	89.47	UP_t_DOWN_n
ANAPC10	195.203678726067	-1.04702118558415	0.5123284397897221	-2.04365228292594	0.0409879103121339	0.10530009401250301	193	178	265	129	116	235	94	105	231	179	20	655	149.63363022848998	151.75230973248	130.120337782825	122.101947738432	72.47905703495421	139.531484265465	85.07919719758459	108.788241847932	225.327846007067	162.498224773821	172.007849227505	823.124018876244	89.47	UP_t_DOWN_n
TAX1BP1	2599.84225076118	-0.6557021995667079	0.320927634740612	-2.0431465806822	0.0410379299710873	0.10540889822730498	2346	2332	4196	1686	3009	4673	2372	2062	5323	2357	280	4024	1818.8626762489002	1988.12576570867	2060.32051825182	1595.8440611395001	1880.0817467084198	2774.5984083937	2146.89208247522	2136.39385419462	5192.29491037065	2139.7112614072503	2408.1098891850697	5056.87183505039	89.46	UP_t_DOWN_n
NADK2	367.997909094483	-0.57235757194844	0.280198886434325	-2.04268324985864	0.0410838040083883	0.10550701544989999	426	300	545	320	501	481	323	363	328	416	94	387	330.279411799673	255.76231977384202	267.6059777043	302.888552529443	313.034548056139	285.594229496548	292.346603136381	376.096493245707	319.94603242562	377.649505619607	808.4368913692731	486.33434397726097	89.45	UP_t_DOWN_n
FAM200A	131.173921071218	-0.751264875143013	0.367885598602831	-2.04211547827964	0.0411400778778445	0.105572643380013	147	113	151	120	131	189	103	119	187	171	10	272	113.969656184394	96.3371404481472	74.1440415290814	113.58320719854099	81.85134889292242	112.21893840924601	93.22507778033199	123.293340760989	182.408256291436	155.235734281137	86.0039246137524	341.81638646463904	89.44	UP_t_DOWN_n
SLC26A6	291.551504994208	-1.01108363497532	0.49510247802065505	-2.0421704189756498	0.041134629657105	0.105572643380013	163	203	354	247	393	345	172	972	145	392	64	104	126.37451672147101	173.0658363803	173.821130472151	233.79210148366403	245.554046678767	204.84409392163997	155.67682891472901	1007.06829596371	141.439557017423	355.86203414155295	550.425117528016	130.69450070706802	89.44	UP_t_DOWN_n
LYRM2	516.535074204454	-0.7327931614249571	0.35889129690710203	-2.04182483035982	0.0411689102918368	0.10562691485290801	595	390	783	384	527	777	462	287	1087	549	53	904	461.305751222548	332.491015705995	384.468771637554	363.466263035332	329.279853943283	461.344524571347	418.155203247703	297.35452771767996	1060.3089550202699	498.388410060492	455.820800452888	1136.0368138383599	89.44	UP_t_DOWN_n
SP140	139.12989850115298	-1.3838933393621	0.67802854173029	-2.04105469635613	0.0412453907379958	0.10578365419314001	76	123	204	60	150	86	310	524	42	291	0	60	58.9230875511154	104.86255110727501	100.168109085646	56.7916035992706	93.7229185796822	51.062585731191504	280.58033118352404	542.905130745869	40.9686992740123	264.17309167140803	0.0	75.4006734848467	89.42	UP_t_DOWN_n
GJB1	76.1396114351511	-2.00796729550531	0.9841515151584309	-2.04030300678048	0.0413201555296696	0.10593587804296302	58	22	36	16	61	81	217	464	4	0	2	26	44.967619446903804	18.7559034500817	17.676725132761103	15.144427626472199	38.113986889070794	48.0938307468199	196.40623182846699	480.74042111848	3.9017808832392595	0.0	17.2007849227505	32.6736251767669	89.41	UP_t_DOWN_n
IL1RL2	49.817414447185	-1.16773367702601	0.572434360973924	-2.03994336580226	0.0413559668340321	0.106007920206496	30	47	74	10	103	14	105	102	22	50	12	36	23.2591135070192	40.0694300979019	36.3354905506756	9.4652672665451	64.3564040913818	8.31251395624048	95.03527346538701	105.680006366562	21.459794857815897	45.3905655792797	103.20470953650299	45.240404090908	89.4	UP_t_DOWN_n
DAP	1445.77740036475	-0.592865194726525	0.290752437311931	-2.0390721405732397	0.0414428281988438	0.106190970969153	1483	1373	2604	1176	1875	1763	2096	1111	2162	2845	90	1516	1149.7755110303199	1170.53888349828	1278.6164512697198	1113.1154305457	1171.5364822460301	1046.78300748943	1897.08507793763	1151.0832066005	2108.91256739082	2582.72318146102	774.0353215237719	1905.12368338379	89.38	UP_t_DOWN_n
ASPN	522.09348062125	-1.38142490914655	0.677521590815254	-2.0389385783031497	0.041456158037542	0.10620533070109801	131	218	523	614	577	425	141	178	515	191	69	2344	101.56479564731701	185.853952368992	256.803534567613	581.167410165869	360.52082680317704	252.344173671586	127.61879579637699	184.421971894589	502.354288717055	173.391960512849	593.427079834892	2945.65297747468	89.38	UP_t_DOWN_n
GALNT3	602.002813070274	-0.758003689322824	0.371863757340058	-2.03839087397176	0.0415108582369054	0.106305843551181	405	654	1226	158	663	1087	474	610	730	915	91	919	313.99803234476	557.561857106976	601.990694799031	149.551222811413	414.25530012219497	645.407333602386	429.01637735803297	632.0078812117949	712.0750111911659	830.6473501008189	782.6357139851469	1154.8869822095699	89.37	UP_t_DOWN_n
BACE2	676.285359764328	-1.08079642283121	0.530363050518478	-2.03784260946277	0.0415656755793337	0.10642640010972199	441	618	795	460	659	848	907	299	2941	1039	26	270	341.908968553183	526.870378734115	390.361013348475	435.40229426107396	411.756022293404	503.500845349423	820.9237431724381	309.787469643158	2868.78439440167	943.215952737433	223.610203995756	339.30303068181	89.36	UP_t_DOWN_n
PRKAG2-AS1	26.616954029343	-1.1171214975485402	0.54822290136089	-2.03771402977774	0.041578540280779	0.10643951456980802	26	21	53	14	14	18	10	23	25	33	8	53	20.15789837275	17.9033623841689	26.024067556564997	13.2513741731631	8.74747240077034	10.6875179437378	9.050978425274948	23.829805357166	24.3861305202454	29.9577732823246	68.8031396910019	66.603928244948	89.36	UP_t_DOWN_n
CLEC10A	94.29831790868249	-1.00524416681309	0.49335925460262103	-2.03755003566878	0.0415949531708603	0.106461705686058	88	100	149	61	76	77	94	257	24	221	12	60	68.2267329539231	85.2541065912807	73.162001243928	57.738130325925106	47.486278747039	45.7188267593226	85.07919719758459	266.272172903986	23.410685299435603	200.626299860416	103.20470953650299	75.4006734848467	89.35	UP_t_DOWN_n
RPL13A	16206.623046306799	-0.78251909251182	0.384118423190135	-2.03718188264165	0.0416318187140435	0.10653622707780301	17929	14205	24946	12470	20035	15030	15663	20341	35813	14442	703	26763	13900.4215355783	12110.345841291399	12248.988476718301	11803.1882813817	12518.257824959599	8924.07748302103	14176.547507508201	21074.8726421789	34933.6196928619	13110.6109619192	6046.0759003468	33632.4704079159	89.35	UP_t_DOWN_n
ZNF91	425.744401686228	-0.8345800690841719	0.40981071925113893	-2.03650131604471	0.0417000410855992	0.10667681082346199	344	319	512	460	329	674	317	763	186	399	88	716	266.704501547154	271.960600026185	251.402312999269	435.40229426107396	205.565601418103	400.188171893292	286.916016081216	790.527890761638	181.432811070626	362.21671332265197	756.834536601021	899.781370252504	89.33	UP_t_DOWN_n
PMS2CL	53.3261012461848	-0.6526202375351021	0.320608391667907	-2.03556817131318	0.0417937366018998	0.106890883175129	43	51	70	38	85	72	53	44	84	58	11	59	33.3380626933942	43.479594361553104	34.3714099803688	35.9680156128714	53.10965386181989	42.750071774951	47.9701856539573	45.58745372675239	81.9373985480245	52.6530560719645	94.6043170751277	74.14399559343259	89.31	UP_t_DOWN_n
ERAL1	497.006189334876	-0.6623987271671171	0.325733419905531	-2.03356084051561	0.041995893469277	0.10732804378549	553	481	782	395	574	613	524	664	1235	584	32	376	428.742992312721	410.07225270405996	383.977751494978	373.87805702853103	358.646368431584	363.96936108395795	474.27126948440804	687.956119876445	1204.67484770012	530.161805965987	275.212558764008	472.51088717170603	89.27	UP_t_DOWN_n
PRCC	756.324426117818	-0.528975729204021	0.26034864187195106	-2.0317975365671	0.0421741567001442	0.107703535604102	871	850	1332	591	977	818	813	1008	925	1245	126	374	675.289595487125	724.6599060258859	654.0388299121611	559.397295452815	610.44860968233	485.68831544319397	735.844545974854	1044.36712174015	902.28682924908	1130.22508292407	1083.64945013328	469.99753138887803	89.23	UP_t_DOWN_n
SNAPC5	330.865602642752	-0.7921501971386992	0.39009691201428004	-2.03064975072067	0.0422905370945594	0.107960633879092	305	272	545	274	380	380	198	485	538	238	26	689	236.46765398802899	231.891169928283	267.6059777043	259.348323103336	237.431393735195	225.62537881224202	179.209372820444	502.49806948806605	524.789528795681	216.05909215737202	223.610203995756	865.8510671843229	89.2	UP_t_DOWN_n
TMEM265	398.582513312789	-0.6802383430527189	0.335037388923895	-2.03033561489234	0.0423224363879698	0.108001955267388	363	526	698	257	527	325	307	823	312	568	56	408	281.43527343493304	448.43660067013604	342.732059518535	243.257368750209	329.279853943283	192.96907398415402	277.865037655941	852.692600389028	304.338908892663	515.636824980618	481.621977837014	512.724579696958	89.2	UP_t_DOWN_n
CFH	1917.42246481707	-1.11925580210598	0.551343783269041	-2.03005064366493	0.0423513917326768	0.10805578733279599	1184	1166	3043	629	2624	2722	1393	6947	1401	4324	41	1312	917.959679743692	994.062882854333	1494.17429386089	595.365311065687	1639.5262556872399	1616.1902134919	1260.8012946408	7197.63729635793	1366.59875435455	3925.37611129611	352.61609091638496	1648.7613935353197	89.19	UP_t_DOWN_n
MOXD1	338.505219329181	-0.979601720521213	0.4826252498012079	-2.02973574408862	0.0423834075237975	0.108097347537967	234	199	710	94	671	274	354	206	615	485	18	766	181.42108535474998	169.655672116649	348.62430122945506	88.97351230552391	419.253855779778	162.687773143564	320.404636254733	213.432169720704	599.8988107980371	440.288486119013	154.80706430475402	962.6152648232099	89.19	UP_t_DOWN_n
MGST1	2092.8889643691896	-0.8602963769849521	0.42392853820055604	-2.0293429185886898	0.0424233747275426	0.10815914918017899	1828	2361	3622	760	1898	3039	3041	694	2752	1726	359	4286	1417.25531636104	2012.8494566201398	1778.4749564127999	719.360312257427	1185.90732976158	1804.4092795010602	2752.4025391261102	719.0384746901401	2684.42524766861	1566.8823237967401	3087.5408936337103	5386.12144260089	89.18	UP_t_DOWN_n
USP15	1078.61290598659	-0.513191482143594	0.252918716346308	-2.02907673088498	0.0424504755509942	0.108208174930376	963	1077	1941	814	1539	1633	1308	1368	755	1072	203	1247	746.617543575317	918.1867279880929	953.07009674137	770.4727554967709	961.597144627539	969.595377895764	1183.86797802596	1417.35537950448	736.461141711411	973.173726019758	1745.8796696591698	1567.0773305934	89.18	UP_t_DOWN_n
NIP7	389.006656194808	-0.986455407135963	0.486235288657341	-2.0287614456365297	0.0424825939841398	0.10826997024471101	311	467	601	200	417	314	304	308	1314	253	18	666	241.119476689433	398.136677781281	295.103105688595	189.305345330902	260.549713651516	186.437813018536	275.149744128359	319.112176087267	1281.7350201441	229.67626183115502	154.80706430475402	836.947475681799	89.17	UP_t_DOWN_n
PASK	268.509376016676	-0.775397259176838	0.38231734627430797	-2.02815087186889	0.0425448522069224	0.10837992304581098	223	157	303	217	363	501	277	638	204	383	49	125	172.89274373551004	133.84894734831101	148.779103200739	205.396299684029	226.809462962831	297.469249434034	250.712102380116	661.01807903791	198.990825045202	347.69173233728304	421.419230607387	157.08473642676398	89.16	UP_t_DOWN_n
SCAND1	423.71663233606904	-0.710184526850131	0.35017123479487106	-2.0281064127559	0.0425493885704692	0.10837992304581098	440	378	616	295	707	420	450	686	1051	422	32	276	341.133664769615	322.260522915041	302.46840782724604	279.22538436307997	441.747356238902	249.37541868721402	407.29402913737295	710.749846739821	1025.19292707112	383.096373489121	275.212558764008	346.84309803029504	89.16	UP_t_DOWN_n
PMPCB	807.9550812417931	-0.521378414906608	0.257145988269625	-2.02755803586532	0.0426053755820885	0.10848232971420098	835	801	1324	625	1062	1263	675	979	1284	745	92	1086	647.378659278702	682.885393796158	650.110668771548	591.579204159069	663.55826354415	749.9075090522659	610.9410437060591	1014.3208454202401	1252.4716635198	676.319427131268	791.2361064465221	1364.7521900757301	89.15	UP_t_DOWN_n
SUMO3	1525.9099739113599	-0.670137234539164	0.330533076350797	-2.02744379454461	0.0426170469858583	0.10849195276196198	1583	1425	2551	1185	1867	1827	1091	1029	3347	1500	198	2276	1227.30588938705	1214.87101892575	1252.59238371316	1121.63417108559	1166.53792658844	1084.7830712893801	987.461746197497	1066.12477010973	3264.81515405045	1361.71696737839	1702.8777073523001	2860.1988808585197	89.15	UP_t_DOWN_n
CAAP1	307.695892237976	-0.728412813321573	0.3593103756734	-2.0272523774367	0.0426366090733089	0.108521656161966	299	309	454	245	365	330	307	228	422	454	95	130	231.81583128662498	263.435189367057	222.92314472982102	231.899048030355	228.059101877227	195.937828968526	277.865037655941	236.225896584081	411.63788318174204	412.14633545986	817.037283830648	163.36812588383498	89.15	UP_t_DOWN_n
STK38L	722.238605865988	-0.739994279306101	0.36512935812107794	-2.02666332588002	0.0426968555045725	0.10861466924895599	551	599	1318	745	759	819	609	1087	1345	402	66	1189	427.192384745587	510.672098481771	647.164547916088	705.16241135761	474.23796801319196	486.282066440068	551.204586099245	1126.21732274954	1311.9738219892	364.94014725740897	567.625902450766	1494.19001289138	89.14	UP_t_DOWN_n
CNKSR1	434.188798484394	-1.09681416244409	0.541255522927089	-2.0264258118098604	0.0427211680885246	0.10861621929220401	406	262	465	218	436	682	388	630	241	701	188	54	314.773336128327	223.365759269155	228.324366298164	206.342826410683	272.421283338276	404.938179868286	351.17796290066804	652.729451087591	235.08229821516602	636.375729421502	1616.87378273855	67.86060613636211	89.14	UP_t_DOWN_n
RAC2	496.882508853488	-0.8149619790372971	0.40226305400793105	-2.02594290208225	0.0427706361327638	0.108721881456565	571	416	870	222	712	482	603	1128	436	1152	42	199	442.69846041693296	354.657083419728	427.187524041727	210.12893331730098	444.87145352489097	286.187980493422	545.7739990440799	1168.69654099493	425.29411627307996	1045.79863094661	361.21648337776	250.078900391408	89.13	UP_t_DOWN_n
DERL1	1249.02282044409	-0.670114038725211	0.33079151256690503	-2.0257896991528	0.0427863399669033	0.108731657240921	1386	1327	2023	920	1507	1318	1680	1093	1781	1331	76	2341	1074.57104402429	1131.3219944662899	993.33374843266	870.8045885221491	941.602921997207	782.563813880354	1520.5643754461903	1132.43379371228	1737.26793826228	1208.2968557204301	653.629827064519	2941.88294380044	89.13	UP_t_DOWN_n
LFNG	498.27703702279007	-1.05898363113924	0.522760989384882	-2.02575106529146	0.0427903008418843	0.108731657240921	359	407	690	502	475	350	379	142	754	1998	22	642	278.334058300663	346.984213826512	338.803898377921	475.156416780564	296.789242168994	207.812848906012	343.032082317921	147.123146118155	735.4856964906011	1813.80700054802	189.20863415025502	806.7872062878599	89.13	UP_t_DOWN_n
COL17A1	88.23595212940391	-1.90896154306811	0.9432994630296171	-2.0237068056172203	0.043000327935889995	0.10922496454816699	26	10	64	3	217	42	516	2	265	61	2	28	20.15789837275	8.52541065912807	31.4252891249087	2.8395801799635296	135.58582221193998	24.9375418687214	467.030486744188	2.07215698757965	258.492983514601	55.3764900067213	17.2007849227505	35.186980959595104	89.08	UP_t_DOWN_n
LPIN1	892.6979833446719	-0.5838011949214821	0.288565932187834	-2.0231119817064	0.0430616035112607	0.10934020381774999	754	852	1690	508	1477	1242	664	803	1151	1110	144	1296	584.57905280975	726.3649881577111	829.824040954619	480.835577140491	922.858338281271	737.438738117905	600.984967438257	831.9710305132311	1122.7374491521	1007.6705558600099	1238.4565144380301	1628.65454727269	89.07	UP_t_DOWN_n
MAD2L2	258.940462115167	-0.7340325820506871	0.36303402430182896	-2.0219388071471998	0.0431826740076758	0.109607130646883	179	283	451	199	453	161	196	189	421	443	32	380	138.77937725854798	241.26912165332402	221.450084302091	188.358818604247	283.04321411064	95.5939104967655	177.39917713538898	195.818835326277	410.662437960932	402.160411032418	275.212558764008	477.537598737363	89.04	UP_t_DOWN_n
GTPBP3	187.574049239739	-0.620808644537517	0.30713176737131603	-2.02131042923663	0.0432476402251495	0.109751764846803	193	98	268	195	286	252	187	246	280	212	40	111	149.63363022848998	83.54902445945508	131.593398210555	184.57271169762902	178.698364758594	149.625251212329	169.253296552642	254.87530947229698	273.124661826748	192.455998056146	344.01569845501	139.491245946966	89.02	UP_t_DOWN_n
IAH1	544.396680531925	-0.8339821338660799	0.412645884324734	-2.02106010394562	0.0432735436437054	0.10979723227575099	477	450	853	402	598	709	395	241	773	499	78	1353	369.819904761606	383.64347966076303	418.84018161792295	380.50374411511297	373.64203540433294	420.96945678389295	357.513647798361	249.694917003348	754.019155685988	452.997844481212	670.830611987269	1700.28518708329	89.02	UP_t_DOWN_n
NSDHL	277.760711308098	-0.545691088108504	0.270049608647013	-2.02070682806205	0.0433101225946202	0.10986976477361901	287	357	452	222	279	392	348	262	338	552	22	287	222.51218588381698	304.357160530872	221.94110444466702	210.12893331730098	174.324628558209	232.750390774733	314.97404919956796	271.452565372935	329.700484633718	501.111843995248	189.20863415025502	360.66655483585	89.01	UP_t_DOWN_n
TAF10	723.5926702897169	-0.5381352969055171	0.266558802085751	-2.01882396189791	0.0435055196025834	0.11026371275381901	819	714	1112	481	1266	846	838	1331	739	816	109	484	634.9737987416249	608.714321061744	546.014398545288	455.279355520819	791.021432812518	502.313343355675	758.471992038041	1379.02047523426	720.854018178454	740.774030253845	937.4427782899021	608.23209944443	88.97	UP_t_DOWN_n
