	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
UQCC3	177.17861091930698	-1.50240022128784	0.38108431430296	-3.94243521682563	8.06584409813657e-05	0.000744168851121365	143	94	196	129	134	103	182	249	519	274	34	81	110.86844105012501	80.1388601958038	96.23994794503281	122.101947738432	83.72580726451609	61.156352678055	164.727807340004	257.983544953667	506.25606960029404	248.740299374453	292.413343686758	101.790909204543	99.93	UP_t_DOWN_n
CCT5	2240.25231581855	-1.30638496374327	0.331425022836028	-3.94172097376487	8.08990558756365e-05	0.0007458882100083	1484	1978	3009	1103	1840	2087	3886	2041	6259	2871	176	2609	1150.55081481388	1686.32622837553	1477.47960901328	1044.0189794999199	1149.6678012441	1239.1583304767098	3517.21021606185	2114.63620582504	6105.3116370486405	2606.32627556224	1513.6690732020402	3278.67261869942	99.93	UP_t_DOWN_n
LGR4	705.547869823772	-2.4072928603452404	0.6108174445717399	-3.94110037579732	8.11086742438021e-05	0.0007473196681163191	237	96	224	395	372	604	402	2473	693	138	291	713	183.746996705452	81.8439423276294	109.98851193718001	373.87805702853103	232.432838077612	358.625602112089	363.849332696053	2562.22211514224	675.983538021202	125.277960998812	2502.7142062601997	896.011336578262	99.93	UP_t_DOWN_n
TDG	438.07254261243696	-1.2801410058790401	0.32493941600729803	-3.9396297980984	8.16074403800749e-05	0.00075141157595773	302	337	556	272	433	353	587	505	673	276	76	883	234.141742637327	287.306339212616	273.007199272644	257.455269650027	270.546824966683	209.594101896635	531.2924335636401	523.2196393638629	656.474633605006	250.555921997624	653.629827064519	1109.64657811866	99.92	UP_t_DOWN_n
C6orf141	93.5497049510845	-2.7281137349196403	0.6925788749791489	-3.9390657634507997	8.17995083522953e-05	0.000752172469109702	37	18	32	24	70	37	65	15	504	346	6	34	28.686239991990398	15.3457391864305	15.7126445624543	22.716641439708198	43.7373620038517	21.9687868843498	58.83135976428721	15.541177406847401	491.62439128814697	314.102713808616	51.602354768251494	42.727048308079794	99.92	UP_t_DOWN_n
SYT7	319.242472990879	-2.43960359779798	0.6194906441550471	-3.9380798093011897	8.21362771280413e-05	0.0007547643059352839	173	135	65	203	97	108	1158	1334	129	127	33	221	134.12755455714398	115.09304389822901	31.9163092674854	192.144925510865	60.6074873481945	64.1251076624266	1048.10330164684	1382.1287107156302	125.832433484466	115.292036571371	283.812951225383	277.725814002519	99.92	UP_t_DOWN_n
MNAT1	403.199407414758	-1.88851714954321	0.479659294307478	-3.93720537046992	8.24360521152365e-05	0.0007570129648818679	200	218	329	124	256	420	281	210	897	328	61	1305	155.060756713462	185.853952368992	161.545626907734	117.36931410515899	159.953781042658	249.37541868721402	254.33249375022598	217.576483695864	874.974363066405	297.76211020007497	524.6239401438901	1639.96464829542	99.92	UP_t_DOWN_n
BAMBI	242.657291132813	-1.91937554984709	0.48772703269073403	-3.9353478917461495	8.30762673819359e-05	0.0007618742146093879	107	172	199	92	183	132	122	694	655	139	63	134	82.9575048417019	146.637063337003	97.71300837276291	87.0804588522149	114.341960667212	78.37513158741021	110.421936788354	719.0384746901401	638.916619630429	126.18577231039801	541.82472506664	168.394837449491	99.92	UP_t_DOWN_n
NMI	478.48738531145204	-1.40092427229276	0.356136099794215	-3.93367668456595	8.3656293796753e-05	0.00076566116566176	310	356	465	385	394	340	456	632	888	934	28	903	240.34417290586498	303.504619464959	228.324366298164	364.412789761986	246.178866135965	201.875338937269	412.724616192538	654.801608075171	866.1953560791161	847.8957650209461	240.810988918507	1134.78013594694	99.92	UP_t_DOWN_n
BISPR	77.2435832649364	-1.4790376513463301	0.37604113488537794	-3.93318047983541	8.38292472451568e-05	0.000766223844334555	62	24	86	72	64	49	132	111	94	101	8	153	48.06883458117311	20.460985581907398	42.227732261595996	68.1499243191247	39.9884452606644	29.093798846841697	119.472915213629	115.00471281067101	91.6918507561227	91.6889424701451	68.8031396910019	192.27171738635897	99.92	UP_t_DOWN_n
MAP7D2	83.005112986451	-2.8925592849989	0.7354077559644889	-3.9332727477225204	8.37970614794462e-05	0.000766223844334555	16	24	22	12	22	82	4	30	322	257	26	58	12.4048605370769	20.460985581907398	10.802443136687401	11.358320719854099	13.7460280583534	48.6875817436942	3.62039137010998	31.082354813694803	314.093361100761	233.30750707749803	223.610203995756	72.88731770201849	99.92	UP_t_DOWN_n
NRIP3	107.36406745485701	-2.9334213854169398	0.74624435111307	-3.93091268435273	8.46240034037558e-05	0.000772460939436542	48	24	75	10	57	14	129	12	28	67	41	454	37.2145816112308	20.460985581907398	36.826510693252295	9.4652672665451	35.6147090602792	8.31251395624048	116.757621686047	12.4329419254779	27.3124661826748	60.8233578762348	352.61609091638496	570.531762702007	99.92	UP_t_DOWN_n
NUP42	374.315228093415	-1.53719753388997	0.39104140617539707	-3.93103520398165	8.458088468926451e-05	0.000772460939436542	210	154	375	289	243	406	222	313	721	434	113	599	162.813794549135	131.291324150572	184.132553466262	273.546224003153	151.83112809908502	241.062904730974	200.931721041104	324.292568556216	703.2960042038769	393.99010922814796	971.844348135402	752.7500569570531	99.92	UP_t_DOWN_n
TMEM176B	1150.92214375004	-2.1765058238020303	0.553936445688744	-3.92916162267649	8.524253440443841e-05	0.0007770750135661901	658	476	1325	265	759	358	1743	4406	628	2563	22	1620	510.149889587288	405.809547374496	650.601688914125	250.829582563445	474.23796801319196	212.562856881007	1577.58553952542	4564.96184363798	612.579598668564	2326.72039159388	189.20863415025502	2035.8181840908603	99.92	UP_t_DOWN_n
SSR2	3295.05109031552	-1.25528832767237	0.31964962017116	-3.92707592457081	8.59848443654019e-05	0.000783322501982226	2786	2553	4423	1915	3128	2368	3176	6613	6564	3837	259	4790	2159.99634101852	2176.5373412754	2171.78209061673	1812.5986815433898	1954.4352621149699	1406.00236059839	2874.5907478673303	6851.58707943213	6402.82242939563	3483.27200255393	2227.50164749619	6019.4870998736	99.92	UP_t_DOWN_n
TTC13	708.712730824389	-1.6219568958641999	0.41317832538667604	-3.92556142519404	8.652768530857159e-05	0.0007877457549251219	270	359	536	548	637	641	503	1238	844	721	290	572	209.332021563173	306.062242662698	263.18679642111	518.696646206671	398.00999423505	380.59438899643897	455.26421479132995	1282.66517531181	823.275766363485	654.531955653214	2494.11381379882	718.819753888872	99.92	UP_t_DOWN_n
LINC00665	89.75973016486141	-2.21480733174929	0.56428699116254	-3.92496613679923	8.67419393132999e-05	0.000789173686128348	44	16	81	44	39	65	27	318	209	59	8	163	34.113366476961495	13.6406570546049	39.7726315487125	41.6471759727984	24.367958830717395	38.5938147968308	24.4376417482424	329.472961025165	203.868051149251	53.560867383550104	68.8031396910019	204.8384963005	99.92	UP_t_DOWN_n
GLRX3	901.3097320727029	-1.4394985189878402	0.366940091965731	-3.92297966481754	8.74605358831087e-05	0.000794659607921411	596	582	1107	425	867	792	748	805	1315	1246	103	2458	462.08105500611504	496.17890036125397	543.559297832404	402.273858828167	541.718469390563	470.25078952446097	677.013186210566	834.043187500811	1282.71046536491	1131.13289423565	885.8404235216499	3088.9142570958898	99.92	UP_t_DOWN_n
TRPM2	189.93524818977198	-2.9209984404808096	0.7447622270575028	-3.92205503227715	8.77969320955499e-05	0.00079666298714028	56	63	143	27	85	35	245	650	698	453	0	20	43.4170118797692	53.7100871525068	70.2158803884678	25.556221619671803	53.10965386181989	20.7812848906012	221.748971419236	673.451020963388	680.860764125251	411.238524148274	0.0	25.1335578282822	99.92	UP_t_DOWN_n
MORF4L2	3276.79698245599	-1.1183086034116798	0.28516022463598495	-3.92168509769985	8.79318623183798e-05	0.00079736102327887	2492	2764	4363	1660	3464	3762	3205	4361	5445	2805	511	5769	1932.0570286497302	2356.423506183	2142.3208820621303	1571.2343662464903	2164.37459973346	2233.6912502411897	2900.8385853006203	4518.338311417439	5311.29922730945	2546.4107289975896	4394.80054776275	7249.774755568009	99.92	UP_t_DOWN_n
FBXO32	599.033053942265	-1.6278923038213402	0.415229286110423	-3.9204660130558	8.83779000842813e-05	0.000800877384613458	370	387	544	214	444	671	811	394	1574	1758	31	705	286.86239991990396	329.933392508256	267.114957561724	202.55671950406503	277.419838995859	398.40691890266896	734.034350289799	408.21492655319196	1535.35077755465	1595.9322857674802	266.612166302633	885.957913446949	99.92	UP_t_DOWN_n
CYCS	2322.82265610837	-1.8242860810889099	0.4656099223076379	-3.91805671160842	8.92657073844463e-05	0.000806265229575548	1335	1795	2557	714	1523	1167	1748	3074	4911	2359	126	7122	1035.03055106236	1530.31121331349	1255.53850456862	675.8200828313201	951.6000333123731	692.9074133523309	1582.11102873806	3184.9052899099297	4790.41147939701	2141.5268840304198	1083.64945013328	8950.059942651309	99.92	UP_t_DOWN_n
GEMIN6	199.594138011876	-1.8409848416469499	0.46992902852755897	-3.91758059172329	8.944214762705171e-05	0.000807328432980354	104	96	167	131	104	155	105	192	651	216	16	483	80.631593491	81.8439423276294	82.0003638103085	123.99500119174101	64.98122354857959	92.0314045155196	95.03527346538701	198.92707080764703	635.01483874719	196.087243302488	137.606279382004	606.975421553016	99.92	UP_t_DOWN_n
PPIH	378.369998664432	-1.05637619859131	0.269672428313597	-3.91725696689641	8.95622643481456e-05	0.0008078821837230691	352	248	452	281	421	405	312	397	768	565	55	506	272.90693181569196	211.430184346376	221.94110444466702	265.974010189917	263.048991480308	240.4691537341	282.390526868579	411.323162034561	749.1419295819389	512.913391045861	473.021585375638	635.879013055541	99.92	UP_t_DOWN_n
TSFM	308.224492788791	-1.01537411003262	0.259252991452256	-3.9165376813776	8.98297805938042e-05	0.000809763930375755	260	298	443	213	281	309	384	373	412	534	27	487	201.5789837275	254.057237642016	217.52192316147702	201.61019277741102	175.57426747260502	183.469058034165	347.557571530558	386.45727818360604	401.883430973644	484.771240386708	232.210596457132	612.002133118673	99.92	UP_t_DOWN_n
TMEM177	94.4028439377272	-1.2317590234443898	0.314584149352367	-3.9155152158181203	9.02113547385461e-05	0.00081267070353263	65	59	101	61	84	119	69	152	123	129	24	110	50.394745931875	50.2999228888556	49.593034400246495	57.738130325925106	52.484834404622	70.65636862804409	62.4517511343972	157.483931056054	119.97976215960699	117.10765919454201	206.40941907300598	138.23456805555202	99.92	UP_t_DOWN_n
BANF1	1010.14833326267	-1.20648450545374	0.308143522825335	-3.91533300583965	9.02795142498215e-05	0.000812752116825341	858	735	1304	667	914	904	839	1320	2683	1579	98	1138	665.21064630075	626.617683445913	640.290265920014	631.333326678558	571.084983878863	536.750901174385	759.377089880569	1367.62361180257	2617.1195274327397	1433.4340609936498	842.838461214774	1430.0994404292599	99.92	UP_t_DOWN_n
TOMM6	1965.5705544838502	-1.57568401427176	0.402517252846123	-3.91457509741606	9.056354832704759e-05	0.0008142427069011929	1265	1113	1879	1021	1866	1579	1009	2299	5785	1319	465	2809	980.759286212644	948.878206360954	922.626847901615	966.4037879142551	1165.91310713125	937.5328240645509	913.2437231102431	2381.94445722281	5642.950602384781	1197.4031199814	3999.1824945394897	3530.00819698224	99.92	UP_t_DOWN_n
CD48	355.876563315784	-2.23016250531196	0.5698177392197099	-3.9138172643868	9.084839797245959e-05	0.000816269886880655	172	157	508	46	234	77	379	832	334	775	8	967	133.352250773577	133.84894734831101	249.43823242896198	43.5402294261075	146.20775298430402	45.7188267593226	343.032082317921	862.017306833136	325.79870375047796	703.5537664788361	68.8031396910019	1215.20752099745	99.92	UP_t_DOWN_n
POLR1C	470.76981003162905	-1.46943200860093	0.375666282991596	-3.9115355173724704	9.17111656257708e-05	0.000822625704617116	241	444	475	165	545	336	407	752	1162	373	113	448	186.848211839721	378.528233265286	233.234567723931	156.176909897994	340.526604172845	199.500334949772	368.37482190869105	779.1310273299499	1133.46734658101	338.61361922142703	971.844348135402	562.991695353522	99.92	UP_t_DOWN_n
COA1	782.967989586206	-1.43250457360328	0.366592459381449	-3.90762149341626	9.32091747697677e-05	0.000832583837270953	528	431	874	514	633	761	566	874	2487	639	133	1025	409.360397723538	367.44519940842	429.151604612034	486.514737500418	395.510716406259	451.84450862135697	512.285378870562	905.532603572309	2425.93226415401	580.0914281031951	1143.85219736291	1288.0948386994698	99.92	UP_t_DOWN_n
FER1L4	461.87207944381106	-2.80423046874693	0.717630633761494	-3.9076236950036902	9.3208325700564e-05	0.000832583837270953	111	104	479	35	256	154	182	3092	749	454	31	56	86.0587199759712	88.66427085493191	235.198648294238	33.1284354329078	159.953781042658	91.4376535186453	164.727807340004	3203.55470279815	730.608470386552	412.14633545986	266.612166302633	70.3739619191903	99.92	UP_t_DOWN_n
CSTB	3400.9478284423803	-1.5200604230687902	0.389497122248864	-3.9026229880527	9.51558596103614e-05	0.00084886930698484	1851	2519	4830	1114	3060	2748	2611	11474	4817	4432	463	2629	1435.0873033830899	2147.55094503436	2371.6272886454503	1054.43077349312	1911.94753902552	1631.6277394106303	2363.21046683929	11887.964637744499	4698.71962864088	4023.4197329473604	3981.9817096167403	3303.8061765277002	99.92	UP_t_DOWN_n
CNOT2-DT	47.8482223684219	-1.96797059441383	0.504314269511249	-3.90227029729115	9.52946563757948e-05	0.000849005600257972	14	21	35	30	23	37	29	68	63	37	24	52	10.8542529699423	17.9033623841689	17.1857049901844	28.3958017996353	14.3708475155513	21.9687868843498	26.247837433297402	70.4533375777083	61.4530489110184	33.589018528667005	206.40941907300598	65.3472503535338	99.92	UP_t_DOWN_n
FOXRED2	147.97052944388201	-1.03515842998722	0.265407172061925	-3.90026547491225	9.60872665323808e-05	0.00085551272864031	161	120	168	138	108	131	230	177	252	230	21	130	124.823909154337	102.30492790953699	82.4913839528852	130.62068827832198	67.48050137737121	77.7813805905359	208.172503781324	183.38589340079898	245.812195644074	208.79660166468702	180.60824168888	163.36812588383498	99.91	UP_t_DOWN_n
RTRAF	1831.6288576290801	-1.5390880910495799	0.3950321679808161	-3.89610825598468	9.77507103686052e-05	0.000868074299378046	1361	1203	2004	923	1373	1404	1958	1224	3355	1911	191	5299	1055.18844943511	1025.60690229311	984.0043657237019	873.644168702113	857.877114732691	833.6263996115449	1772.1815756688397	1268.16007639875	3272.61871581693	1734.8274164400698	1642.67496012267	6659.13614660338	99.91	UP_t_DOWN_n
TMPO	1401.1967697040197	-1.20741686149969	0.31009573998398	-3.89369057943867	9.87305695740463e-05	0.0008756446064093	1211	967	1656	1319	776	1308	1912	1417	3103	1575	161	2139	938.8928819000099	824.4072107376841	813.129356107012	1248.4687524573	484.859898785556	776.626303911611	1730.54707491257	1468.1232257001902	3026.80652017286	1429.80281574731	1384.66318628141	2688.03400973479	99.91	UP_t_DOWN_n
DDX11	402.35233690858	-2.04921736071537	0.526431998043669	-3.8926535019350803	9.91537219052543e-05	0.00087873713225072	233	312	149	322	97	94	330	1073	634	1135	71	173	180.64578157118302	265.992812564796	73.162001243928	304.781605982752	60.6074873481945	55.81259370618611	298.682288034073	1111.71222383648	618.432269993423	1030.36583864965	610.627864757642	217.405275214641	99.91	UP_t_DOWN_n
BEND3	118.45069434763599	-1.5917798768017701	0.40910527740325703	-3.89088081900432	9.98809858129494e-05	0.000883648445303626	84	80	143	34	102	93	142	194	399	91	18	88	65.12551781965391	68.2032852730245	70.2158803884678	32.1819087062533	63.7315846341839	55.2188427093118	128.523893638904	200.99922779522598	389.202643103117	82.6108293542891	154.80706430475402	110.58765444444201	99.91	UP_t_DOWN_n
H3-3A	128.784338115207	-1.60744525973741	0.41338376823319894	-3.88850599192036	0.000100863180711329	0.000889847677081351	91	51	74	60	107	180	136	135	191	112	24	324	70.55264430462499	43.479594361553104	36.3354905506756	56.7916035992706	66.8556819201733	106.87517943737801	123.093306583739	139.87059666162702	186.310037174675	101.674866897587	206.40941907300598	407.163636818172	99.91	UP_t_DOWN_n
MRPL21	359.05584268273	-1.42584158813425	0.36728303298366294	-3.8821330148340203	0.000103544209720199	0.0009095349846796	234	245	363	188	346	356	263	589	845	416	26	685	181.42108535474998	208.872561148638	178.240311755341	177.94702461104802	216.18753219046698	211.375354887258	238.040732584731	610.250232842208	824.251211584294	377.649505619607	223.610203995756	860.824355618667	99.91	UP_t_DOWN_n
SELENOI	666.321890787358	-1.25073184316527	0.322171246358992	-3.88219574931152	0.00010351749339095	0.0009095349846796	465	551	702	335	739	698	952	459	1340	689	88	1274	360.516259358798	469.750127317957	344.696140088842	317.08645342926104	461.741578869234	414.438195818275	861.653146086176	475.56002864953103	1307.09659588515	625.4819936824749	756.834536601021	1601.0076336615803	99.91	UP_t_DOWN_n
APOO	188.14725026105702	-1.54245774295469	0.39745090161883795	-3.8808761954550404	0.000104080816385009	0.0009136647400030119	121	123	193	52	186	201	152	174	389	222	24	457	93.81175781164421	104.86255110727501	94.7668875173027	49.2193897860345	116.216419038806	119.34395037173799	137.574872064179	180.27765791943	379.448190895018	201.53411117200199	206.40941907300598	574.3017963762491	99.91	UP_t_DOWN_n
ELOC	1204.8208587712	-1.95578007725811	0.5041289147247029	-3.87952370937924	0.000104661199760723	0.0009181732693750179	620	820	1099	365	837	636	1075	821	2317	977	79	4649	480.68834581173104	699.0836740485021	539.631136691791	345.482255228896	522.973885674627	377.625634012068	972.980180717057	850.620443401448	2260.1065766163397	886.931651419126	679.431004448644	5842.29551718421	99.91	UP_t_DOWN_n
PDGFRL	110.880829013104	-2.22527788062767	0.5739385861569111	-3.87720556571761	0.000105663079183663	0.000924602386720441	36	82	38	29	50	104	267	44	202	273	2	274	27.9109362084231	69.90836740485021	18.658765417914502	27.4492750729808	31.2409728598941	61.75010367492929	241.661123954841	45.58745372675239	197.039934603583	247.83248806286701	17.2007849227505	344.329742247467	99.91	UP_t_DOWN_n
PNMA3	41.6156215334481	-2.1350572426178402	0.551423103788974	-3.87190385739606	0.000107988549543615	0.0009437498986497641	19	31	33	16	24	10	28	22	51	133	6	108	14.730771887778802	26.428773043297	16.203664705031	15.144427626472199	14.9956669727492	5.937509968743201	25.342739590769895	22.793726863376197	49.7477062613006	120.738904440884	51.602354768251494	135.721212272724	99.91	UP_t_DOWN_n
ASAH2B	84.16891370261041	-1.6869710295893001	0.43573920163287394	-3.87151540019261	0.000108160822348421	0.00094465490776604	43	33	58	59	54	93	36	90	116	155	27	130	33.3380626933942	28.1338551751226	28.4791682694485	55.8450768726161	33.740250688685606	55.2188427093118	32.5835223309898	93.2470644410844	113.151645613939	140.710753295767	232.210596457132	163.36812588383498	99.91	UP_t_DOWN_n
PEX13	742.251440503766	-1.26758145523528	0.327485041622814	-3.8706545158640804	0.000108543531433653	0.000946965358007673	553	614	912	390	603	775	728	527	1019	824	186	1396	428.742992312721	523.460214470463	447.810370029948	369.145423395259	376.766132690322	460.157022577598	658.911229360017	546.013366227239	993.978680005202	748.03652074653	1599.6729978157998	1754.3223364141	99.91	UP_t_DOWN_n
ZNF675	155.100010785644	-1.54431293094273	0.39898432864699795	-3.87061049786009	0.000108563134081625	0.000946965358007673	82	83	135	132	79	161	98	280	148	183	44	257	63.57491025251921	70.760908470763	66.2877192478542	124.94152791839501	49.3607371186326	95.5939104967655	88.69958856769449	290.101978261152	144.365892679853	166.129470020164	378.417268300511	322.966218093427	99.91	UP_t_DOWN_n
MRPS33	503.45871674730006	-2.00550476393002	0.51831988441012	-3.86924141683742	0.000109174500552213	0.0009510911654570789	278	253	406	176	276	400	266	564	820	553	23	1997	215.534451831712	215.69288967593997	199.35417788613898	166.588703891194	172.450170186615	237.50039874972802	240.756026112314	584.348270497463	799.865081064049	502.019655306834	197.80902661163103	2509.58574915398	99.9	UP_t_DOWN_n
TRIB3	282.83828736734796	-2.1655530703581003	0.560036194646273	-3.8668091295883	0.000110268663544328	0.000959407163129034	108	138	153	149	142	191	210	305	1666	154	41	120	83.7328086252692	117.65066709596701	75.1260818142348	141.032482271522	88.72436292209909	113.40644040299499	190.07054693077401	316.003940605897	1625.0917378691502	139.80294198418198	352.61609091638496	150.801346969693	99.9	UP_t_DOWN_n
SEC11C	2360.7611171091	-3.0082345625784397	0.7781094040843249	-3.8660817447882097	0.00011059788140121201	0.0009610550414807	810	666	1273	348	729	887	3453	1288	425	565	36	15517	627.996064689519	567.7923498979291	625.068641500136	329.391300875769	455.49338429725503	526.657134227522	3125.3028502474394	1334.4691000013001	414.564218844172	512.913391045861	309.614128609509	19499.8708410728	99.9	UP_t_DOWN_n
VRK1	242.79820980471501	-1.7300871307924899	0.447676522974411	-3.8645920480654197	0.00011127502163428899	0.0009663283148493801	173	149	194	98	148	228	232	109	805	281	26	517	134.12755455714398	127.028618821008	95.2579076598794	92.75961921214198	92.47327966528641	135.375227287345	209.98269946637902	112.932555823091	785.233402751902	255.094978555552	223.610203995756	649.702469861096	99.9	UP_t_DOWN_n
