baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
ACKR4	34.8616421397429	2.41589215756744	0.571038570852058	4.23069873189589	2.32966517080674e-05	0.000268899303972127	94	62	116	82	71	89	26	4	8	3	0	18	72.8785556553269	52.857546086594	56.9583365388969	77.6151915856698	44.3621814610496	52.8438387218145	23.5325439057149	4.14431397515931	7.80356176647853	2.72343393475678	0	22.620202045454	99.97	DOWN_t_UP_n
GIMAP7	512.368536499443	1.87160064242919	0.442419019338609	4.2303801613844	2.33296704662474e-05	0.000269054513338509	877	858	2063	1724	758	521	355	339	106	244	12	166	679.941418188529	731.480234553188	1012.97455413573	1631.81207675237	473.613148555994	309.344269371521	321.309734097261	351.230609394751	103.39719340584	221.505960026885	103.204709536503	208.608529974743	99.97	DOWN_t_UP_n
SERINC2	911.471902273798	-2.04888879750167	0.484520592260739	-4.22869291879154	2.35052912673022e-05	0.000270852673136298	378	404	564	246	759	856	713	2436	1480	3141	127	200	293.064830188442	344.426590628774	276.935360413258	232.845574757009	474.237968013192	508.250853324418	645.334761722104	2523.88721087202	1443.65892679853	2851.43532969035	1092.24984259466	251.335578282822	99.97	UP_t_DOWN_n
RPL39L	102.843492889881	-2.67550415897541	0.632745625856207	-4.22840403733336	2.35354860543152e-05	0.000270973473022338	30	34	53	36	34	59	59	35	551	194	2	195	23.2591135070192	28.9863962410354	26.024067556565	34.0749621595624	21.243861544728	35.0313088155849	53.4007727091222	36.262747282644	537.470316666209	176.115394447605	17.2007849227505	245.052188825752	99.97	UP_t_DOWN_n
LPGAT1	1099.61564117554	-0.873696314238473	0.206664572238644	-4.2276056547785	2.36191275502706e-05	0.000271708909149431	826	972	1527	942	1154	1375	1146	1430	1191	1662	210	1235	640.400925226596	828.669916067248	749.787757714617	891.628176508548	721.041653606355	816.40762070219	1037.24212753651	1481.59224611945	1161.75525798449	1508.78239985526	1806.0824168888	1551.99719589643	99.97	UP_t_DOWN_n
RER1	1299.31800358702	-1.03979076200141	0.246096555515669	-4.22513334175948	2.38799338771426e-05	0.000274479474087859	1116	1073	1834	804	1345	1364	1085	2149	1896	1715	278	1189	865.239022461115	914.776563724442	900.530941485664	761.007488230226	840.38216993115	809.876359736572	982.031159142332	2226.53268315434	1849.44413865541	1556.8963993693	2390.90910426232	1494.19001289138	99.97	UP_t_DOWN_n
ITGA7	288.780237761719	1.73890943115811	0.411631353885443	4.22443386477806	2.39542181240354e-05	0.000275103288680964	353	302	1171	704	587	862	204	132	129	92	28	34	273.68223559926	257.467401905668	574.984586957313	666.354815564775	366.769021375156	511.813359305664	184.639959875609	136.762361180257	125.832433484466	83.5186406658747	240.810988918507	42.7270483080798	99.97	DOWN_t_UP_n
ADD1	3053.72307683342	1.44108537972286	0.341211212895741	4.22344086377722	2.40600522333303e-05	0.000276088095201663	5264	6070	10599	5139	6091	6163	3468	1657	989	2195	148	612	4081.19911669831	5174.92427009074	5204.32249117042	4864.20084827753	3805.7753137923	3659.28739373643	3138.87931788535	1716.78206420974	964.715323380908	1992.64582893038	1272.85808428354	769.086869545437	99.97	DOWN_t_UP_n
PSMC6	1609.17007409609	-1.54385482494925	0.365561559365021	-4.22324170963413	2.40813315862356e-05	0.000276101805934929	903	1151	1802	798	1430	1206	1772	1290	2683	1310	273	4205	700.099316561279	981.274766865641	884.818296923209	755.328327870299	893.49182379297	716.06370223043	1603.83337695872	1336.54125698888	2617.11952743274	1189.23281817713	2347.90714195544	5284.33053339634	99.97	UP_t_DOWN_n
SLC35B1	742.568505721811	-1.06280508189432	0.251722970320508	-4.22212196424147	2.42013086354687e-05	0.00027724615817649	631	674	1021	399	782	780	959	1325	1267	891	69	905	489.216687430971	574.612678425232	501.331565570808	377.664163935149	488.608815528743	463.12577756197	867.988830983868	1372.80400427152	1235.88909476604	808.859878622765	593.427079834892	1137.29349172977	99.97	UP_t_DOWN_n
CRYAB	367.74262613351	1.92720422753948	0.456559657138455	4.22114437271675	2.43065191465473e-05	0.000278219582604152	812	591	1288	864	717	778	383	42	53	202	19	104	629.546672256654	503.851769954469	632.433943638787	817.799091829496	447.995550810881	461.938275568221	346.652473688031	43.5152967391727	51.6985967029202	183.37788494029	163.40745676613	130.694500707068	99.97	DOWN_t_UP_n
APLP2	9953.33622609623	0.979310772396422	0.232194920084261	4.21762358987458	2.46890505140736e-05	0.000282363042776182	20111	17686	27031	13527	17841	19106	10668	4446	5741	6523	869	5526	15592.1343913221	15078.0412917339	13272.7654739907	12803.6670314556	11147.4039358674	11344.2065462808	9655.58378408332	4606.40498338957	5600.03101266915	5921.65318547283	7473.74104893509	6944.40202795438	99.97	DOWN_t_UP_n
ZNF681	120.70592783953	-2.07037943099882	0.490999215177871	-4.21666545892298	2.47941381951798e-05	0.000283329191828044	78	18	81	74	40	113	72	171	155	138	27	334	60.47369511825	15.3457391864305	39.7726315487125	70.0429777724337	24.9927782879153	67.0938626467982	65.1670446619797	177.16942243806	151.194009225521	125.277960998812	232.210596457132	419.730415732313	99.97	UP_t_DOWN_n
MRPL13	728.701013829397	-2.52762105572242	0.599666058294796	-4.21504772657958	2.49725372656276e-05	0.00028513078886261	286	271	472	202	274	416	518	520	1484	442	21	3512	221.73688210025	231.038628862371	231.761507296201	191.198398784211	171.200531272219	247.000414699717	468.840682429243	538.76081677071	1447.56070768177	401.252599720833	180.60824168888	4413.45275464636	99.97	UP_t_DOWN_n
HECW2	1004.21989989301	2.35189416443869	0.55816567456884	4.21361303927447	2.51317716566607e-05	0.000286710759306319	1712	1198	4047	3596	1768	2040	588	69	81	213	99	213	1327.32007746723	1021.34419696354	1987.1585170079	3403.71010904962	1104.68080032585	1211.25203362361	532.197531406167	71.4894160714981	79.0110628855951	193.363809367732	851.438853676149	267.672390871206	99.97	DOWN_t_UP_n
DHTKD1	471.295721972045	-1.21057791274129	0.287379014632481	-4.21247847303484	2.52583793456184e-05	0.000287916203038322	398	348	566	248	379	585	567	575	1123	581	95	322	308.570905859788	296.684290937657	277.917400698411	234.738628210318	236.806574277997	347.344333171477	513.19047671309	595.745133929151	1095.42498296942	527.438372031231	817.037283830648	404.650281035344	99.97	UP_t_DOWN_n
SMIM26	560.191366262654	-1.74040112986008	0.413291166738556	-4.21107749191514	2.54155538181598e-05	0.000289467786527127	415	260	530	248	458	380	294	558	1511	616	70	1347	321.751070180433	221.66067713733	260.24067556565	234.738628210318	286.16731139663	225.625378812242	266.098765703084	578.131799534724	1473.89772864363	559.211767936726	602.027472296267	1692.74511973481	99.97	UP_t_DOWN_n
DOK7	57.6454896232492	2.43552176906814	0.578481108139261	4.21020105030262	2.55143533645817e-05	0.000290352496442801	129	79	293	174	110	79	54	10	21	17	0	4	100.014188080183	67.3507442071117	143.868901774972	164.695650437885	68.7301402917669	46.9063287530713	48.8752834964847	10.3607849378983	20.4843496370061	15.4327922969551	0	5.02671156565645	99.97	DOWN_t_UP_n
ALG6	242.52470629182	-1.39639867233379	0.331937761906205	-4.20680872316169	2.59002180243784e-05	0.000294414347211884	239	116	203	175	199	212	227	284	328	283	46	508	185.297604272587	98.8947636458856	99.6770889430696	165.642177164539	124.339071982378	125.875211337356	205.457210253741	294.246292236311	319.94603242562	256.910601178723	395.618053223261	638.392368838369	99.97	UP_t_DOWN_n
C1QTNF1	599.149404381027	2.09601603439574	0.49825808730025	4.20668743331943	2.59141165437099e-05	0.000294414347211884	834	2202	2745	602	1389	893	390	217	119	529	6	99	646.603355495135	1877.29542714	1347.85029137304	569.809089446015	867.874226047857	530.219640208768	352.988158585723	224.829033152392	116.077981276368	480.23218382878	51.6023547682515	124.411111249997	99.97	DOWN_t_UP_n
SPRYD7	333.862866243924	1.11773000855954	0.265773595424891	4.20557206509784	2.6042258788063e-05	0.000295625872468623	783	498	847	487	717	657	295	226	260	125	22	161	607.062862533202	424.565450824578	415.894060762463	460.958515880746	447.995550810881	390.094404946428	267.003863545611	234.153739596501	253.615757410552	113.476413948199	189.208634150255	202.325140517672	99.97	DOWN_t_UP_n
ABHD11	777.759494555731	-2.07663012506886	0.493826072118892	-4.2051852713214	2.60868372502778e-05	0.000295887583894033	389	222	535	196	609	780	634	2268	680	617	338	395	301.593171807683	189.264116632643	262.695776278533	185.519238424284	380.51504943351	463.12577756197	573.832032162432	2349.82602391533	663.302750150675	560.119579248312	2906.93265194483	496.387767108574	99.97	UP_t_DOWN_n
MIEN1	523.912030113443	-1.3593245238803	0.323304671842795	-4.20446916567064	2.61695609410197e-05	0.000296336865120427	391	336	674	250	518	488	570	1137	938	658	35	803	303.143779374817	286.453798146703	330.947576096694	236.631681663627	323.656478828502	289.750486474668	515.905770240672	1178.02124743903	914.967617119607	597.339843023321	301.013736148133	1009.11234680553	99.97	UP_t_DOWN_n
PRIM2	166.455969568769	-2.01514260647403	0.479274591935885	-4.20456798749642	2.61581303384838e-05	0.000296336865120427	104	91	119	72	87	99	123	118	820	196	20	172	80.631593491	77.5812369980654	58.431396966627	68.1499243191247	54.3592927762157	58.7813486905577	111.327034630882	122.2572622672	799.865081064049	177.931017070777	172.007849227505	216.148597323227	99.97	UP_t_DOWN_n
IP6K1	522.265297550837	1.24099385961265	0.295199743283685	4.20391239439548	2.62340508397562e-05	0.00029657853363004	1054	838	1519	864	961	1215	494	380	249	441	24	127	817.170187879942	714.429413234932	745.859596574004	817.799091829496	600.451498367164	721.407461202299	447.118334208583	393.709827640134	242.885859981644	400.344788409247	206.409419073006	159.598092209592	99.97	DOWN_t_UP_n
MCMDC2	136.635739523422	-2.3545562677545	0.560071517424627	-4.20402786876475	2.62206632238134e-05	0.00029657853363004	47	59	95	31	85	83	60	152	104	62	53	437	36.4392778276635	50.2999228888556	46.6469135447863	29.3423285262898	53.1096538618199	49.2813327405686	54.3058705516497	157.483931056054	101.446302964221	56.2843013183069	455.820800452888	549.168238547967	99.97	UP_t_DOWN_n
MRPL24	550.584906031695	-1.32265433686814	0.31465703993752	-4.20347924562809	2.62843262464852e-05	0.000296902738628128	390	387	688	286	496	568	420	1455	825	700	83	539	302.36847559125	329.933392508256	337.821858092768	270.70664382319	309.910450770149	337.250566224614	380.141093861548	1507.4942084642	804.742307168098	635.467918109916	713.832574294145	677.349383472206	99.97	UP_t_DOWN_n
HAL	127.753089137375	-3.51358401547987	0.836181875355005	-4.20193754377677	2.64640154721385e-05	0.000298687044905984	26	30	53	4	46	32	270	841	6	79	24	8	20.15789837275	25.5762319773842	26.024067556565	3.78610690661804	28.7416950311025	19.0000318999782	244.376417482424	871.342013277245	5.8526713248589	71.717093615262	206.409419073006	10.0534231313129	99.97	UP_t_DOWN_n
NFE2L3	642.648503593525	-1.93171245430043	0.460010344406963	-4.19928046790069	2.67764491810654e-05	0.000301800674963108	415	209	512	324	503	391	555	648	3120	866	54	509	321.751070180433	178.181082775777	251.402312999269	306.674659436061	314.284186970534	232.156639777859	502.32930260276	671.378863975808	3043.38908892663	786.164595833125	464.421192914263	639.649046729783	99.97	UP_t_DOWN_n
ST6GALNAC6	900.66995300802	1.77318311961905	0.422265043077625	4.19921835512461	2.67837945337158e-05	0.000301800674963108	2178	1395	3061	1375	2272	2152	911	449	208	505	8	325	1688.6116406096	1189.29478694837	1503.01265642727	1301.47424914995	1419.58980675359	1277.75214527354	824.544134542548	465.199243711632	202.892605928442	458.444712350725	68.8031396910019	408.420314709586	99.97	DOWN_t_UP_n
SPAG8	104.661906661235	2.49697742730307	0.595063678585874	4.19615163411916	2.71488520703218e-05	0.000305663611310986	195	49	191	67	200	995	45	16	25	33	4	35	151.184237795625	41.7745122297275	93.7848472321493	63.4172906858522	124.963891439576	590.782241889948	40.7294029137373	16.5772559006372	24.3861305202454	29.9577732823246	34.401569845501	43.9837261994939	99.97	DOWN_t_UP_n
ADGRA2	465.511725391498	2.16690618249956	0.516533403624047	4.19509400030344	2.7275844659348e-05	0.00030674805014284	950	660	1526	1108	1450	956	439	94	52	311	18	26	736.538594388942	562.677103502452	749.296737572041	1048.7516131332	905.988212936928	567.62595301185	397.33795286957	97.3913784162438	50.7231514821104	282.32931790312	154.807064304754	32.6736251767669	99.97	DOWN_t_UP_n
AUP1	2373.32030724112	-1.3181947512153	0.314231619086349	-4.19497807078755	2.72897988888262e-05	0.00030674805014284	1602	1655	2843	1663	2525	1595	1996	4907	4485	2851	517	1617	1242.03666127483	1410.9554640857	1395.97026534555	1574.07394642645	1577.66912942465	947.03284001454	1806.57529368488	5084.03716902668	4374.87181533202	2588.17004933053	4446.402902531	2032.04815041662	99.97	UP_t_DOWN_n
SCN7A	774.348983487432	2.50114720322047	0.59651328558652	4.19294467307837	2.75356618250764e-05	0.000309006320905572	2803	1985	2259	948	992	2375	720	62	95	42	16	323	2173.17650533916	1692.29401583692	1109.21450208076	897.307336868475	619.820901540298	1410.15861757651	651.670446619797	64.2368666149693	92.6672959769325	38.128075086595	137.606279382004	405.906958926758	99.97	DOWN_t_UP_n
ZNRF2	461.642200864804	-1.39987909363937	0.333859371729122	-4.19302021204055	2.75264906848015e-05	0.000309006320905572	314	349	588	240	392	374	424	392	597	786	65	1091	243.445388040135	297.53683200357	288.719843835098	227.166414397082	244.929227221569	222.062872830996	383.761485231658	406.142769565612	582.34079682346	713.539690906277	559.025509989391	1371.0355795328	99.97	UP_t_DOWN_n
KCNAB1	116.988895913485	1.49681078565199	0.357167037393164	4.19078646388166	2.77989193542996e-05	0.000311706153640747	207	171	362	221	260	265	74	38	64	28	16	47	160.487883198433	145.78452227109	177.749291612765	209.182406590647	162.453058871449	157.344014171695	66.9772403470347	39.3709827640134	62.4284941318282	25.4187167243967	137.606279382004	59.0638608964633	99.97	DOWN_t_UP_n
STIMATE	301.956471494983	1.39636788557765	0.333349231554224	4.18890386837597	2.80305101041718e-05	0.000314046799023675	545	374	801	395	632	1206	292	113	88	195	24	122	422.540562044183	318.85035865139	393.307134203935	373.878057028531	394.885896949061	716.06370223043	264.288570018029	117.07686979825	85.8391794312638	177.023205759191	206.409419073006	153.314702752522	99.97	DOWN_t_UP_n
TMEM208	496.813894555312	-1.41357649963234	0.337648066021992	-4.18653812025765	2.83241381451573e-05	0.000317078116515861	370	369	625	237	449	368	418	926	1107	488	49	834	286.862399919904	314.587653321826	306.887589110436	224.326834217119	280.543936281849	218.50036684975	378.330898176493	959.40868524938	1079.81785943647	443.01192005377	421.419230607387	1048.06936143937	99.97	UP_t_DOWN_n
RNF182	32.6875350972196	2.65899245517397	0.635401041109276	4.18474677116035	2.85484167597342e-05	0.000319328791860103	79	44	79	131	38	98	26	2	6	8	0	8	61.2489989018173	37.5118069001635	38.7905912635591	123.995001191741	23.7431393735195	58.1875976936834	23.5325439057149	2.07215698757965	5.8526713248589	7.26249049268476	0	10.0534231313129	99.97	DOWN_t_UP_n
SMIM15	857.29424717703	-1.31061085115741	0.313232964275792	-4.18414088117322	2.86246560951187e-05	0.000319921257999672	630	734	1116	436	584	863	774	930	1610	785	172	1519	488.441383647404	625.76514238	547.978479115595	412.685652821366	364.894563003563	512.407110302538	700.545730116281	963.552999224539	1570.4668055038	712.631879594692	1479.26750335654	1908.89371705804	99.97	UP_t_DOWN_n
QKI	2410.95015249757	1.35503950206598	0.323882299897783	4.18374052084237	2.86751397243723e-05	0.000320225138741629	4747	4212	7034	4964	3990	4880	2163	849	1070	1231	92	1852	3680.36706059401	3590.90296962474	3453.83568288449	4698.55867111299	2493.02963421955	2897.50486474668	1957.72663338697	879.630641227563	1043.7263862665	1117.51572456187	791.236106446522	2327.36745489894	99.97	DOWN_t_UP_n
PRKAR1A	833.625219313427	1.42345160644308	0.340421615691953	4.18143719678235	2.89672266339507e-05	0.000323224403033215	1380	1868	2634	945	1180	2875	998	343	398	395	40	286	1069.91922132288	1592.54671112512	1293.34705554702	894.467756688512	737.2869594935	1707.03411601367	903.28764684244	355.374923369911	388.227197882307	358.58546807631	344.01569845501	359.409876944436	99.97	DOWN_t_UP_n
CSDC2	69.6796874552396	1.92833881367206	0.461275894717435	4.18044566333411	2.9093832856914e-05	0.000324373820181668	115	126	309	93	162	218	47	5	36	54	2	16	89.1599351102404	107.420174305014	151.7252240562	88.0269855788694	101.220752066057	129.437717318602	42.5395985987923	5.18039246894914	35.1160279491534	49.0218108256221	17.2007849227505	20.1068462626258	99.97	DOWN_t_UP_n
CPOX	347.692864559411	-1.08431126587958	0.259460520724212	-4.17909924351121	2.92665958468648e-05	0.000326035569778647	267	237	447	269	312	435	306	368	633	496	56	500	207.006110212471	202.052232621335	219.486003731784	254.615689470063	194.943670645739	258.281683640329	276.959939813414	381.276885714656	617.456824772613	450.274410546455	481.621977837014	628.338945707056	99.97	UP_t_DOWN_n
SEC14L1	2686.37077112827	1.73162148243563	0.41444686142257	4.17815079234022	2.93888792504399e-05	0.000327132731219269	5955	5559	8699	5231	5134	5057	2111	813	2642	1228	67	339	4616.93403114332	4739.27578540929	4271.38422027469	4951.28130712974	3207.82309325392	3002.59879119344	1910.66154557554	842.33181545113	2577.12627337953	1114.79229062711	576.226294912141	426.013805189384	99.97	DOWN_t_UP_n
PDE1B	85.6358517519297	1.69329996063223	0.405682168511828	4.17395708281632	2.99354171623805e-05	0.000332946747355376	160	223	214	162	209	142	56	49	12	66	4	26	124.048605370769	190.116657698556	105.078310511413	153.337329718031	130.587266554357	84.3126415561534	50.6854791815397	50.7678461957015	11.7053426497178	59.9155465646493	34.401569845501	32.6736251767669	99.97	DOWN_t_UP_n
